Date,MMM,Adj Close,ABBV
2000-01-03,47.1875,30.614885,
2000-01-04,45.3125,29.398392,
2000-01-05,46.625,30.249941,
2000-01-06,50.375,32.682891999999995,
2000-01-07,51.375,33.331699,
2000-01-10,51.125,33.169502,
2000-01-11,50.25,32.60181,
2000-01-12,50.375,32.682891999999995,
2000-01-13,50.375,32.682891999999995,
2000-01-14,49.65625,32.216590999999994,
2000-01-18,48.5625,31.506969,
2000-01-19,49.40625,32.054379,
2000-01-20,47.5625,30.858177,
2000-01-21,47.46875,30.797356,
2000-01-24,46.375,30.087738,
2000-01-25,45.6875,29.641685,
2000-01-26,48.15625,31.243397,
2000-01-27,48.125,31.22312,
2000-01-28,46.125,29.92555,
2000-01-31,46.8125,30.371593,
2000-02-01,47.0625,30.533779,
2000-02-02,46.25,30.006636,
2000-02-03,45.84375,29.743073,
2000-02-04,44.53125,28.891521,
2000-02-07,43.8125,28.425207,
2000-02-08,43.84375,28.445486,
2000-02-09,43.8125,28.425207,
2000-02-10,43.0,27.898066,
2000-02-11,41.46875,26.904608000000003,
2000-02-14,41.4375,26.88434,
2000-02-15,44.5625,28.911812,
2000-02-16,44.15625,28.648232,
2000-02-17,44.8125,29.074003,
2000-02-18,43.78125,28.404936,
2000-02-22,45.0625,29.236195,
2000-02-23,46.15625,30.139776,
2000-02-24,45.5,29.71126,
2000-02-25,42.875,27.997141,
2000-02-28,43.21875,28.221603,
2000-02-29,44.09375,28.792969,
2000-03-01,43.0625,28.119574,
2000-03-02,43.03125,28.099171,
2000-03-03,44.75,29.221508,
2000-03-06,43.625,28.486889,
2000-03-07,41.375,27.017653000000006,
2000-03-08,41.28125,26.956438,
2000-03-09,40.46875,26.425879,
2000-03-10,40.75,26.609535,
2000-03-13,39.5,25.793289,
2000-03-14,39.5625,25.834093,
2000-03-15,41.25,26.936028000000004,
2000-03-16,44.03125,28.752171,
2000-03-17,42.9375,28.037954,
2000-03-20,43.5,28.40526,
2000-03-21,45.21875,29.527597,
2000-03-22,43.0,28.07876,
2000-03-23,43.5,28.40526,
2000-03-24,45.4375,29.670441,
2000-03-27,44.3125,28.935827000000003,
2000-03-28,44.4375,29.017445,
2000-03-29,43.8125,28.609316,
2000-03-30,44.5,29.058239,
2000-03-31,44.28125,28.915421,
2000-04-03,45.9375,29.996941,
2000-04-04,46.46875,30.343843,
2000-04-05,45.5625,29.752062,
2000-04-06,46.6875,30.486687,
2000-04-07,45.8125,29.915316,
2000-04-10,46.375,30.282619,
2000-04-11,47.71875,31.160082,
2000-04-12,47.3125,30.894796000000003,
2000-04-13,47.375,30.935612,
2000-04-14,45.40625,29.650034,
2000-04-17,44.9375,29.343948,
2000-04-18,44.9375,29.343948,
2000-04-19,45.21875,29.527597,
2000-04-20,46.125,30.119375,
2000-04-24,48.6875,31.792665000000003,
2000-04-25,46.90625,30.629526,
2000-04-26,44.46875,29.037846,
2000-04-27,43.71875,28.548094,
2000-04-28,43.3125,28.282822,
2000-05-01,43.46875,28.38485,
2000-05-02,43.46875,28.38485,
2000-05-03,42.90625,28.017557,
2000-05-04,42.71875,27.895113,
2000-05-05,43.34375,28.303228000000004,
2000-05-08,43.65625,28.507292,
2000-05-09,43.0,28.07876,
2000-05-10,42.96875,28.05835,
2000-05-11,42.96875,28.05835,
2000-05-12,42.4375,27.71146,
2000-05-15,42.96875,28.05835,
2000-05-16,45.03125,29.405153,
2000-05-17,44.0,28.917995,
2000-05-18,43.53125,28.609924,
2000-05-19,42.25,27.767843,
2000-05-22,42.09375,27.665148,
2000-05-23,42.0625,27.644613,
2000-05-24,44.09375,28.979603000000004,
2000-05-25,42.46875,27.911602,
2000-05-26,42.0,27.60354,
2000-05-30,42.5625,27.973223,
2000-05-31,42.875,28.178617,
2000-06-01,42.4375,27.891073,
2000-06-02,42.15625,27.706217,
2000-06-05,42.53125,27.952688,
2000-06-06,41.15625,27.049004,
2000-06-07,40.875,26.864166,
2000-06-08,40.875,26.864166,
2000-06-09,40.96875,26.925768,
2000-06-12,40.984348,26.936028000000004,
2000-06-13,40.9375,26.905233000000006,
2000-06-14,42.09375,27.665148,
2000-06-15,43.21875,28.404535,
2000-06-16,42.21875,27.747311,
2000-06-19,41.75,27.439232,
2000-06-20,41.09375,27.007915,
2000-06-21,43.125,28.34292,
2000-06-22,43.03125,28.281313,
2000-06-23,42.21875,27.747311,
2000-06-26,42.75,28.096458,
2000-06-27,43.3125,28.46615,
2000-06-28,43.039051,28.286436,
2000-06-29,42.78125,28.116991,
2000-06-30,41.5,27.274931,
2000-07-03,42.03125,27.624071,
2000-07-05,44.25,29.082304,
2000-07-06,43.28125,28.445614000000006,
2000-07-07,43.0625,28.301838,
2000-07-10,43.59375,28.650993,
2000-07-11,44.46875,29.226068,
2000-07-12,45.03125,29.595762,
2000-07-13,44.78125,29.43145,
2000-07-14,43.9375,28.876913,
2000-07-17,43.625,28.671545,
2000-07-18,44.0,28.917995,
2000-07-19,43.25,28.425072,
2000-07-20,43.25,28.425072,
2000-07-21,43.1875,28.383993,
2000-07-24,44.53125,29.267143,
2000-07-25,44.15625,29.020685,
2000-07-26,44.28125,29.102831,
2000-07-27,44.5,29.246605,
2000-07-28,45.5,29.903828000000004,
2000-07-31,45.03125,29.595762,
2000-08-01,44.6875,29.369829,
2000-08-02,45.125,29.657364,
2000-08-03,44.96875,29.554674,
2000-08-04,45.0,29.575212,
2000-08-07,45.4375,29.862759000000004,
2000-08-08,45.6875,30.027063,
2000-08-09,46.25,30.396749,
2000-08-10,47.4375,31.177208,
2000-08-11,48.375,31.793371,
2000-08-14,47.84375,31.44421,
2000-08-15,47.4375,31.177208,
2000-08-16,47.28125,31.074514,
2000-08-17,47.625,31.300442,
2000-08-18,47.5625,31.259359000000003,
2000-08-21,47.46875,31.19775,
2000-08-22,48.15625,31.649576,
2000-08-23,47.96875,31.71735,
2000-08-24,47.40625,31.34543,
2000-08-25,47.875,31.655373,
2000-08-28,47.5625,31.448753000000004,
2000-08-29,47.3125,31.283443,
2000-08-30,46.6875,30.870193,
2000-08-31,46.507801,30.751368,
2000-09-01,46.25,30.580908,
2000-09-05,46.125,30.498247,
2000-09-06,47.0625,31.118151,
2000-09-07,45.8125,30.291637,
2000-09-08,44.96875,29.733744,
2000-09-11,44.46875,29.403143,
2000-09-12,44.03125,29.113852,
2000-09-13,43.25,28.597279,
2000-09-14,42.5,28.101372,
2000-09-15,42.5625,28.142704,
2000-09-18,41.59375,27.502155,
2000-09-19,41.9375,27.729452,
2000-09-20,40.875,27.026921999999995,
2000-09-21,43.21875,28.576618,
2000-09-22,44.125,29.175842,
2000-09-25,45.0,29.754398,
2000-09-26,44.9375,29.713064000000006,
2000-09-27,44.96875,29.733744,
2000-09-28,45.8125,30.291637,
2000-09-29,45.5625,30.12632,
2000-10-02,45.84375,30.312294,
2000-10-03,47.0,31.076824,
2000-10-04,47.75,31.572723,
2000-10-05,46.625,30.828856,
2000-10-06,46.09375,30.477602,
2000-10-09,45.875,30.332958,
2000-10-10,46.5625,30.787542,
2000-10-11,46.625,30.828856,
2000-10-12,45.4375,30.043674,
2000-10-13,45.5,30.085009000000003,
